Hour:,total number of Shipment:, Total Miles Driven: ,Truck 0's coordinates ,Truck 1's coordinates ,Truck 2's coordinates ,Truck 3's coordinates ,Truck 4's coordinates ,Truck 5's coordinates ,Truck 6's coordinates ,Truck 7's coordinates ,Truck 8's coordinates ,Truck 9's coordinates ,Truck 10's coordinates ,Truck 11's coordinates ,Truck 12's coordinates ,Truck 13's coordinates ,Truck 14's coordinates ,Truck 15's coordinates ,Truck 16's coordinates ,Truck 17's coordinates ,Truck 18's coordinates ,Truck 19's coordinates ,
149,128,23328.060185967275,(192.57467469333724:113.66462933960872),(309.0604476487765:39.97238997079994),(286.91022261086573:195.69257687349636),(149.00208075948603:36.741969044507826),(375.83631459050775:67.0949099192856),(245.64483862523866:56.647534580306),(283.485094758998:188.7292855613823),(313.2636586981612:159.09621859113395),(348.0268406884893:50.31037538161928),(360.35420254697954:197.48719983221434),(84.44009565155805:106.21527763751375),(206.23866831934322:67.07197205476297),(314.0517825033166:127.71193315504652),(227.04033885561614:43.15966398489547),(171.7452786382076:225.38137342726205),(306.9945026999033:52.232191995637805),(272.9064449181095:110.78645683089358),(300.0:194.0),(131.117335296339:207.5496608654791),(230.67059679354875:75.66611871628407),
150,131,23724.83180775494,(192.57467469333724:113.66462933960872),(309.0604476487765:39.97238997079994),(286.91022261086573:195.69257687349636),(149.00208075948603:36.741969044507826),(375.83631459050775:67.0949099192856),(245.64483862523866:56.647534580306),(283.485094758998:188.7292855613823),(313.2636586981612:159.09621859113395),(348.0268406884893:50.31037538161928),(360.35420254697954:197.48719983221434),(88.2172521732092:107.53174587144429),(206.23866831934322:67.07197205476297),(314.0517825033166:127.71193315504652),(227.04033885561614:43.15966398489547),(171.7452786382076:225.38137342726205),(306.9945026999033:52.232191995637805),(272.9064449181095:110.78645683089358),(300.0:194.0),(131.117335296339:207.5496608654791),(230.67059679354875:75.66611871628407),
151,134,23968.414068457238,(192.57467469333724:113.66462933960872),(309.0604476487765:39.97238997079994),(286.91022261086573:195.69257687349636),(149.00208075948603:36.741969044507826),(375.83631459050775:67.0949099192856),(245.64483862523866:56.647534580306),(283.485094758998:188.7292855613823),(313.2636586981612:159.09621859113395),(348.0268406884893:50.31037538161928),(360.35420254697954:197.48719983221434),(88.2172521732092:107.53174587144429),(202.70133522210654:68.93939663401481),(314.0517825033166:127.71193315504652),(227.04033885561614:43.15966398489547),(171.7452786382076:225.38137342726205),(306.9945026999033:52.232191995637805),(272.9064449181095:110.78645683089358),(300.0:194.0),(131.117335296339:207.5496608654791),(230.67059679354875:75.66611871628407),
152,137,24047.683259468617,(192.57467469333724:113.66462933960872),(309.0604476487765:39.97238997079994),(286.91022261086573:195.69257687349636),(149.00208075948603:36.741969044507826),(375.83631459050775:67.0949099192856),(245.64483862523866:56.647534580306),(283.485094758998:188.7292855613823),(313.2636586981612:159.09621859113395),(348.0268406884893:50.31037538161928),(360.35420254697954:197.48719983221434),(88.2172521732092:107.53174587144429),(202.70133522210654:68.93939663401481),(311.63060857521896:124.52792360576746),(227.04033885561614:43.15966398489547),(171.7452786382076:225.38137342726205),(306.9945026999033:52.232191995637805),(272.9064449181095:110.78645683089358),(300.0:194.0),(131.117335296339:207.5496608654791),(230.67059679354875:75.66611871628407),
153,140,24310.784029826715,(192.57467469333724:113.66462933960872),(309.0604476487765:39.97238997079994),(286.91022261086573:195.69257687349636),(149.00208075948603:36.741969044507826),(375.83631459050775:67.0949099192856),(245.64483862523866:56.647534580306),(283.485094758998:188.7292855613823),(313.2636586981612:159.09621859113395),(348.0268406884893:50.31037538161928),(360.35420254697954:197.48719983221434),(88.2172521732092:107.53174587144429),(202.70133522210654:68.93939663401481),(311.63060857521896:124.52792360576746),(221.0461015492756:42.89675883988053),(171.7452786382076:225.38137342726205),(306.9945026999033:52.232191995637805),(272.9064449181095:110.78645683089358),(300.0:194.0),(131.117335296339:207.5496608654791),(230.67059679354875:75.66611871628407),
154,143,24584.087477769193,(192.57467469333724:113.66462933960872),(309.0604476487765:39.97238997079994),(286.91022261086573:195.69257687349636),(149.00208075948603:36.741969044507826),(375.83631459050775:67.0949099192856),(245.64483862523866:56.647534580306),(283.485094758998:188.7292855613823),(313.2636586981612:159.09621859113395),(348.0268406884893:50.31037538161928),(360.35420254697954:197.48719983221434),(88.2172521732092:107.53174587144429),(202.70133522210654:68.93939663401481),(311.63060857521896:124.52792360576746),(221.0461015492756:42.89675883988053),(177.70888987223725:224.72156963115663),(306.9945026999033:52.232191995637805),(272.9064449181095:110.78645683089358),(300.0:194.0),(131.117335296339:207.5496608654791),(230.67059679354875:75.66611871628407),
155,146,24666.119638743185,(192.57467469333724:113.66462933960872),(309.0604476487765:39.97238997079994),(286.91022261086573:195.69257687349636),(149.00208075948603:36.741969044507826),(375.83631459050775:67.0949099192856),(245.64483862523866:56.647534580306),(283.485094758998:188.7292855613823),(313.2636586981612:159.09621859113395),(348.0268406884893:50.31037538161928),(360.35420254697954:197.48719983221434),(88.2172521732092:107.53174587144429),(202.70133522210654:68.93939663401481),(311.63060857521896:124.52792360576746),(221.0461015492756:42.89675883988053),(177.70888987223725:224.72156963115663),(309.1365745141752:57.83679085215749),(272.9064449181095:110.78645683089358),(300.0:194.0),(131.117335296339:207.5496608654791),(230.67059679354875:75.66611871628407),
156,149,24687.200535313143,(192.57467469333724:113.66462933960872),(309.0604476487765:39.97238997079994),(286.91022261086573:195.69257687349636),(149.00208075948603:36.741969044507826),(375.83631459050775:67.0949099192856),(245.64483862523866:56.647534580306),(283.485094758998:188.7292855613823),(313.2636586981612:159.09621859113395),(348.0268406884893:50.31037538161928),(360.35420254697954:197.48719983221434),(88.2172521732092:107.53174587144429),(202.70133522210654:68.93939663401481),(311.63060857521896:124.52792360576746),(221.0461015492756:42.89675883988053),(177.70888987223725:224.72156963115663),(309.1365745141752:57.83679085215749),(270.8752598908127:103.04860910785811),(300.0:194.0),(131.117335296339:207.5496608654791),(230.67059679354875:75.66611871628407),
157,153,24687.200535313143,(192.57467469333724:113.66462933960872),(309.0604476487765:39.97238997079994),(286.91022261086573:195.69257687349636),(149.00208075948603:36.741969044507826),(375.83631459050775:67.0949099192856),(245.64483862523866:56.647534580306),(283.485094758998:188.7292855613823),(313.2636586981612:159.09621859113395),(348.0268406884893:50.31037538161928),(360.35420254697954:197.48719983221434),(88.2172521732092:107.53174587144429),(202.70133522210654:68.93939663401481),(311.63060857521896:124.52792360576746),(221.0461015492756:42.89675883988053),(177.70888987223725:224.72156963115663),(309.1365745141752:57.83679085215749),(270.8752598908127:103.04860910785811),(300.0:194.0),(131.117335296339:207.5496608654791),(230.67059679354875:75.66611871628407),
158,157,24824.54518803076,(192.57467469333724:113.66462933960872),(309.0604476487765:39.97238997079994),(286.91022261086573:195.69257687349636),(149.00208075948603:36.741969044507826),(375.83631459050775:67.0949099192856),(245.64483862523866:56.647534580306),(283.485094758998:188.7292855613823),(313.2636586981612:159.09621859113395),(348.0268406884893:50.31037538161928),(360.35420254697954:197.48719983221434),(88.2172521732092:107.53174587144429),(202.70133522210654:68.93939663401481),(311.63060857521896:124.52792360576746),(221.0461015492756:42.89675883988053),(177.70888987223725:224.72156963115663),(309.1365745141752:57.83679085215749),(270.8752598908127:103.04860910785811),(300.0:194.0),(123.99124033867315:203.9138981319761),(230.67059679354875:75.66611871628407),
159,161,25020.655026718567,(192.57467469333724:113.66462933960872),(309.0604476487765:39.97238997079994),(286.91022261086573:195.69257687349636),(149.00208075948603:36.741969044507826),(375.83631459050775:67.0949099192856),(245.64483862523866:56.647534580306),(283.485094758998:188.7292855613823),(313.2636586981612:159.09621859113395),(348.0268406884893:50.31037538161928),(360.35420254697954:197.48719983221434),(88.2172521732092:107.53174587144429),(202.70133522210654:68.93939663401481),(311.63060857521896:124.52792360576746),(221.0461015492756:42.89675883988053),(177.70888987223725:224.72156963115663),(309.1365745141752:57.83679085215749),(270.8752598908127:103.04860910785811),(300.0:194.0),(123.99124033867315:203.9138981319761),(220.76639633548427:77.04699281861038),
160,165,25142.878893899757,(194.52150903000438:114.12270800705981),(309.0604476487765:39.97238997079994),(286.91022261086573:195.69257687349636),(149.00208075948603:36.741969044507826),(375.83631459050775:67.0949099192856),(245.64483862523866:56.647534580306),(283.485094758998:188.7292855613823),(313.2636586981612:159.09621859113395),(348.0268406884893:50.31037538161928),(360.35420254697954:197.48719983221434),(88.2172521732092:107.53174587144429),(202.70133522210654:68.93939663401481),(311.63060857521896:124.52792360576746),(221.0461015492756:42.89675883988053),(177.70888987223725:224.72156963115663),(309.1365745141752:57.83679085215749),(270.8752598908127:103.04860910785811),(300.0:194.0),(123.99124033867315:203.9138981319761),(220.76639633548427:77.04699281861038),
161,169,25155.69230184583,(194.52150903000438:114.12270800705981),(308.9430036048736:41.96893871714993),(286.91022261086573:195.69257687349636),(149.00208075948603:36.741969044507826),(375.83631459050775:67.0949099192856),(245.64483862523866:56.647534580306),(283.485094758998:188.7292855613823),(313.2636586981612:159.09621859113395),(348.0268406884893:50.31037538161928),(360.35420254697954:197.48719983221434),(88.2172521732092:107.53174587144429),(202.70133522210654:68.93939663401481),(311.63060857521896:124.52792360576746),(221.0461015492756:42.89675883988053),(177.70888987223725:224.72156963115663),(309.1365745141752:57.83679085215749),(270.8752598908127:103.04860910785811),(300.0:194.0),(123.99124033867315:203.9138981319761),(220.76639633548427:77.04699281861038),
162,173,25266.12792411224,(194.52150903000438:114.12270800705981),(308.9430036048736:41.96893871714993),(288.89900043722395:195.9041489826834),(149.00208075948603:36.741969044507826),(375.83631459050775:67.0949099192856),(245.64483862523866:56.647534580306),(283.485094758998:188.7292855613823),(313.2636586981612:159.09621859113395),(348.0268406884893:50.31037538161928),(360.35420254697954:197.48719983221434),(88.2172521732092:107.53174587144429),(202.70133522210654:68.93939663401481),(311.63060857521896:124.52792360576746),(221.0461015492756:42.89675883988053),(177.70888987223725:224.72156963115663),(309.1365745141752:57.83679085215749),(270.8752598908127:103.04860910785811),(300.0:194.0),(123.99124033867315:203.9138981319761),(220.76639633548427:77.04699281861038),
163,177,25418.86593148682,(194.52150903000438:114.12270800705981),(308.9430036048736:41.96893871714993),(288.89900043722395:195.9041489826834),(147.0023408544218:36.70971517507131),(375.83631459050775:67.0949099192856),(245.64483862523866:56.647534580306),(283.485094758998:188.7292855613823),(313.2636586981612:159.09621859113395),(348.0268406884893:50.31037538161928),(360.35420254697954:197.48719983221434),(88.2172521732092:107.53174587144429),(202.70133522210654:68.93939663401481),(311.63060857521896:124.52792360576746),(221.0461015492756:42.89675883988053),(177.70888987223725:224.72156963115663),(309.1365745141752:57.83679085215749),(270.8752598908127:103.04860910785811),(300.0:194.0),(123.99124033867315:203.9138981319761),(220.76639633548427:77.04699281861038),
164,181,25555.813160910944,(194.52150903000438:114.12270800705981),(308.9430036048736:41.96893871714993),(288.89900043722395:195.9041489826834),(147.0023408544218:36.70971517507131),(374.1908539143212:68.23177365919629),(245.64483862523866:56.647534580306),(283.485094758998:188.7292855613823),(313.2636586981612:159.09621859113395),(348.0268406884893:50.31037538161928),(360.35420254697954:197.48719983221434),(88.2172521732092:107.53174587144429),(202.70133522210654:68.93939663401481),(311.63060857521896:124.52792360576746),(221.0461015492756:42.89675883988053),(177.70888987223725:224.72156963115663),(309.1365745141752:57.83679085215749),(270.8752598908127:103.04860910785811),(300.0:194.0),(123.99124033867315:203.9138981319761),(220.76639633548427:77.04699281861038),
165,185,25573.28599769244,(194.52150903000438:114.12270800705981),(308.9430036048736:41.96893871714993),(288.89900043722395:195.9041489826834),(147.0023408544218:36.70971517507131),(374.1908539143212:68.23177365919629),(247.6004434533935:56.22847640284425),(283.485094758998:188.7292855613823),(313.2636586981612:159.09621859113395),(348.0268406884893:50.31037538161928),(360.35420254697954:197.48719983221434),(88.2172521732092:107.53174587144429),(202.70133522210654:68.93939663401481),(311.63060857521896:124.52792360576746),(221.0461015492756:42.89675883988053),(177.70888987223725:224.72156963115663),(309.1365745141752:57.83679085215749),(270.8752598908127:103.04860910785811),(300.0:194.0),(123.99124033867315:203.9138981319761),(220.76639633548427:77.04699281861038),
166,189,25596.64160066557,(194.52150903000438:114.12270800705981),(308.9430036048736:41.96893871714993),(288.89900043722395:195.9041489826834),(147.0023408544218:36.70971517507131),(374.1908539143212:68.23177365919629),(247.6004434533935:56.22847640284425),(287.29573160387275:189.9454462565551),(313.2636586981612:159.09621859113395),(348.0268406884893:50.31037538161928),(360.35420254697954:197.48719983221434),(88.2172521732092:107.53174587144429),(202.70133522210654:68.93939663401481),(311.63060857521896:124.52792360576746),(221.0461015492756:42.89675883988053),(177.70888987223725:224.72156963115663),(309.1365745141752:57.83679085215749),(270.8752598908127:103.04860910785811),(300.0:194.0),(123.99124033867315:203.9138981319761),(220.76639633548427:77.04699281861038),
167,193,25909.5556676568,(194.52150903000438:114.12270800705981),(308.9430036048736:41.96893871714993),(288.89900043722395:195.9041489826834),(147.0023408544218:36.70971517507131),(374.1908539143212:68.23177365919629),(247.6004434533935:56.22847640284425),(287.29573160387275:189.9454462565551),(309.4216160354313:157.9832459150257),(348.0268406884893:50.31037538161928),(360.35420254697954:197.48719983221434),(88.2172521732092:107.53174587144429),(202.70133522210654:68.93939663401481),(311.63060857521896:124.52792360576746),(221.0461015492756:42.89675883988053),(177.70888987223725:224.72156963115663),(309.1365745141752:57.83679085215749),(270.8752598908127:103.04860910785811),(300.0:194.0),(123.99124033867315:203.9138981319761),(220.76639633548427:77.04699281861038),
